hour,tide_variation,current_dir,wind_dir,current_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.5,0.202541106,0.533819444,0.518333333,0.426077182,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.541666667,0.420029895,0.383383838,0.584722222,0.219087844,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.583333333,0.338565022,0.174143519,0.6075,0.286998876,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.625,0.225710015,0.099924242,0.634444444,0.436533942,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.666666667,0.037369208,0.078356481,0.656944444,0.463769202,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.230941704,0.123009259,0.653333333,0.382690146,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.323617339,0.178194444,0.556944444,0.153390783,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.325112108,0.650532408,0.469722222,0.056350693,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.833333333,0.396860987,0.624560185,0.495,0.219707756,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.247384155,0.571365741,0.511111111,0.427201199,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.083707025,0.570949074,0.477222222,0.464593481,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.109118087,0.547199074,0.569166667,0.504608467,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.195814649,0.494143519,0.548333333,0.333383289,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.585949178,0.384560185,0.483333333,0.194604721,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.53064275,0.15625,0.481111111,0.362682653,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.256352765,0.092939815,0.473055556,0.597901836,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.109865471,0.065231481,0.431111111,0.642113151,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.073991031,0.07625,0.444166667,0.546047209,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.351270553,0.063657407,0.433888889,0.374747096,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.245889387,0.112407407,0.406111111,0.179243162,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.449925262,0.502314815,0.462777778,0.08520045,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.246636771,0.580393519,0.479722222,0.242862495,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.10612855,0.575393519,0.480555556,0.38935931,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.458333333,0.08445441,0.541031746,0.521944444,0.464561366,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.541666667,0.273542601,0.523009259,0.515277778,0.401723492,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.583333333,0.295216741,0.220138889,0.518611111,0.25934807,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.625,0.599402093,0.140934343,0.525,0.349146769,1,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.666666667,0.169656203,0.0875,0.551388889,0.466841514,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.021674141,0.097453704,0.499444444,0.468040464,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.171898356,0.136365741,0.524444444,0.247283627,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.45142003,0.326583333,0.5025,0.059093293,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.833333333,0.504484305,0.608703704,0.481388889,0.181940802,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.33632287,0.589421296,0.533611111,0.302810041,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.219730942,0.574768519,0.503888889,0.446384414,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.067264574,0.551550926,0.495833333,0.451180217,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.121823617,0.544953704,0.497777778,0.443536905,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.411061286,0.486805556,0.486111111,0.315324091,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.698056801,0.283842593,0.495,0.224803297,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.348281016,0.13099537,0.496388889,0.413563132,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.514200299,0.082731481,0.494166667,0.606369427,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.04857997,0.055,0.493888889,0.608992132,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.106875934,0.080856481,0.482777778,0.427126264,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.382660688,0.058263889,0.501388889,0.295916073,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.349028401,0.202361111,0.470555556,0.098688647,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.269058296,0.600046296,0.500833333,0.121843387,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.321375187,0.575601852,0.509166667,0.272386662,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.458333333,0.136023916,0.572337963,0.515833333,0.392581491,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.5,0.082212257,0.545902778,0.518055556,0.432821281,1,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.541666667,0.214499253,0.528125,0.525,0.389284376,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.583333333,0.257100149,0.476212121,0.528333333,0.213447324,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.625,0.352765321,0.221338384,0.533611111,0.262577063,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.666666667,0.238415546,0.124722222,0.543333333,0.421730985,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.072496263,0.090138889,0.538888889,0.511037842,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.096412556,0.094560185,0.516111111,0.449456725,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.484304933,0.120439815,0.500277778,0.231997003,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.833333333,0.242152466,0.361010101,0.531944444,0.060008856,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.274289985,0.629398148,0.510277778,0.194005245,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.372944694,0.58162037,0.54,0.316298239,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.158445441,0.562962963,0.480833333,0.428325215,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.055306428,0.544583333,0.465,0.443761708,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.144992526,0.536875,0.520555556,0.41386287,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.386397608,0.436273148,0.516388889,0.270438366,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.594170404,0.26912037,0.48,0.226526789,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.388639761,0.123964646,0.499166667,0.457624578,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.319880419,0.074259259,0.484722222,0.558036718,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.017189836,0.060694444,0.479722222,0.543349569,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.100896861,0.070115741,0.460555556,0.372648932,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.33632287,0.06212963,0.479722222,0.259198201,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.422272048,0.302800926,0.491388889,0.101011615,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.332585949,0.596388889,0.536666667,0.153390783,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.164424514,0.566990741,0.525833333,0.306631697,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.5,0.109865471,0.551875,0.545,0.422180592,1,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.541666667,0.073991031,0.557708333,0.5675,0.435144249,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.583333333,0.19431988,0.532893519,0.568055556,0.39070813,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.625,0.351270553,0.411666667,0.583611111,0.233345822,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.666666667,0.483557549,0.173009259,0.569722222,0.281603597,1,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.708333333,0.210014948,0.113541667,0.572222222,0.460322218,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.105381166,0.086736111,0.558333333,0.462570251,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.138266069,0.084976852,0.565833333,0.355039341,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.833333333,0.374439462,0.121565657,0.549444444,0.185081236,1,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.875,0.193572496,0.433787879,0.529722222,0.070145441,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.299701046,0.616435185,0.492777778,0.220532034,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.22122571,0.572777778,0.455555556,0.320344698,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.107623318,0.57150463,0.489166667,0.424878231,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.047085202,0.546967593,0.440833333,0.395803672,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.23019432,0.529212963,0.440833333,0.309778943,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.390134529,0.411412037,0.435277778,0.216635444,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.356502242,0.236333333,0.443611111,0.225627576,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.370702541,0.095659722,0.451666667,0.454140127,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.150224215,0.073194444,0.471666667,0.496890221,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.034379671,0.057222222,0.466666667,0.486474335,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.30044843,0.065069444,0.476111111,0.349718996,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.471599402,0.113773148,0.499166667,0.156687898,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.410313901,0.426689815,0.513611111,0.05410266,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.186098655,0.586388889,0.526944444,0.1841139,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.5,0.178624813,0.559606481,0.5475,0.267815661,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.541666667,0.050822123,0.553888889,0.526666667,0.365185463,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.625,0.183109118,0.504166667,0.538888889,0.326339453,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.666666667,0.295964126,0.418032408,0.544444444,0.194904459,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.708333333,0.326606876,0.179768519,0.527777778,0.280404646,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.140508221,0.122569444,0.513055556,0.445410266,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.015695067,0.100300926,0.559166667,0.431472461,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.833333333,0.099402093,0.106597222,0.511666667,0.306257025,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.171898356,0.092847222,0.551111111,0.147321094,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.201793722,0.69349537,0.506666667,0.04023979,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.267563528,0.637569444,0.497777778,0.145147995,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.097907324,0.563287037,0.548333333,0.227950543,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.151718984,0.56162037,0.519166667,0.354439865,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.053064275,0.563888889,0.470555556,0.28452604,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.227204783,0.495462963,0.526111111,0.247433496,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.430493274,0.32375,0.519444444,0.138553765,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.273542601,0.175787037,0.52,0.265417759,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.193572496,0.113032407,0.522777778,0.412588985,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.151718984,0.087337963,0.533055556,0.399925065,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.029147982,0.090972222,0.517777778,0.354814537,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.218236173,0.139444444,0.521944444,0.242412889,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.198056801,0.196226852,0.523333333,0.076807793,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.162929746,0.57875,0.521111111,0.054252529,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.5,0.166666667,0.548842593,0.509166667,0.17294867,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.541666667,0.211509716,0.549259259,0.539444444,0.196927688,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.583333333,0.140508221,0.565694444,0.5325,0.19408018,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.625,0.027653214,0.514259259,0.552777778,0.213937804,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.666666667,0.343049327,0.465231481,0.553333333,0.157662046,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.708333333,0.130044843,0.274652778,0.556666667,0.163731735,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.75,0.434977578,0.163773148,0.545555556,0.304458599,0,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.791666667,0.144992526,0.11150463,0.644722222,0.39932559,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.833333333,0.027653214,0.102106481,0.600555556,0.442412889,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.177130045,0.131805556,0.548888889,0.358860997,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.192077728,0.113310185,0.526666667,0.191832147,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.12406577,0.316736111,0.5,0.0409142,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.100896861,0.58900463,0.513611111,0.072761334,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.176382661,0.582407408,0.506388889,0.129112027,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.027653214,0.540138889,0.492777778,0.173473211,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.045590433,0.56537037,0.496111111,0.182840015,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.207025411,0.466481481,0.544166667,0.097264893,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.216741405,0.278356481,0.575555556,0.118920944,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.273542601,0.179467593,0.596666667,0.212139378,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.257100149,0.128958333,0.635277778,0.302210566,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.183109118,0.099444444,0.602777778,0.315099288,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.069506726,0.110486111,0.633333333,0.333458224,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.07922272,0.145671296,0.671666667,0.279055826,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.068759342,0.203333333,0.616666667,0.094866991,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.5,0.297458894,0.514282408,0.644166667,0.11412514,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.541666667,0.158445441,0.554513889,0.595833333,0.229449232,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.583333333,0.177877429,0.558425926,0.621944444,0.290520794,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.625,0.13303438,0.57849537,0.643611111,0.280179843,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.666666667,0.082959641,0.541273148,0.631944444,0.227126264,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.708333333,0.284753363,0.479768519,0.610555556,0.183964031,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.75,0.232436472,0.301412037,0.624444444,0.167103784,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.791666667,0.128550075,0.167986111,0.633055556,0.257174972,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.833333333,0.10612855,0.124166667,0.594166667,0.352866242,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.041853513,0.148518519,0.551388889,0.338328962,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.043348281,0.127523148,0.546111111,0.265417759,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.193572496,0.162546296,0.407777778,0.142450356,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.204783259,0.807268519,0.336944444,0.070063694,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.118086697,0.695717593,0.4,0.178418883,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.094170404,0.631574074,0.436944444,0.182465343,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.059043348,0.592962963,0.435277778,0.232896216,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.064275037,0.588703704,0.461944444,0.260921693,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.109865471,0.545856481,0.479444444,0.172573998,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.210014948,0.422939815,0.491944444,0.107081304,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.249626308,0.214259259,0.493333333,0.131285125,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.331838565,0.135856481,0.502222222,0.240839266,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.109118087,0.119351852,0.507222222,0.33660547,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.139013453,0.095555556,0.518611111,0.294117647,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.118834081,0.062060185,0.533055556,0.250580742,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.5,0.184603886,0.051018519,0.520277778,0.14387411,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.541666667,0.171150972,0.290023148,0.531111111,0.036268265,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.583333333,0.338565022,0.471643519,0.515555556,0.101686025,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.625,0.128550075,0.539930556,0.510277778,0.170625702,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.666666667,0.11509716,0.560393519,0.519722222,0.237991757,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.708333333,0.104633782,0.543958333,0.529166667,0.153016111,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.75,0.17264574,0.45400463,0.553333333,0.128287748,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.791666667,0.193572496,0.317824074,0.542222222,0.134657175,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.833333333,0.254110613,0.188055556,0.574166667,0.244286249,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.169656203,0.127800926,0.5525,0.351742225,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.097907324,0.097037037,0.617222222,0.400299738,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.044843049,0.122986111,0.5625,0.321468715,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.062780269,0.116180556,0.534166667,0.202622705,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.071001495,0.368472222,0.513055556,0.057699513,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.156950673,0.579976852,0.568888889,0.06406894,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.111360239,0.603148148,0.447222222,0.155189209,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.067264574,0.555532408,0.47,0.212289247,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.062032885,0.554583333,0.528333333,0.291494942,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.033632287,0.573541667,0.531944444,0.216710378,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.119581465,0.46474537,0.522777778,0.160884226,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.14573991,0.345046296,0.530277778,0.135481454,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.240657698,0.197106481,0.516111111,0.210715624,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.244394619,0.140486111,0.540833333,0.276208318,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.092675635,0.110671296,0.559166667,0.286774073,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.5,0.022421525,0.09849537,0.55,0.198276508,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.541666667,0.109118087,0.156365741,0.566944444,0.137429749,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.583333333,0.136023916,0.479351852,0.573333333,0.075608842,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
