hour,dif_tide_height,tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.75,0.017021277,0.189678284,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.791666667,0.05106383,0.231680072,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.833333333,0.076595745,0.338918677,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.875,0.072340426,0.465035746,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.059574468,0.580205541,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.034042553,0.659852547,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.017021277,0.699396783,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.034042553,0.663132334,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.076595745,0.57663092,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.072340426,0.450848972,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.072340426,0.324396783,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.034042553,0.223748883,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.012765957,0.19950849,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.029787234,0.222855228,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.055319149,0.307082216,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.059574468,0.417895442,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.05106383,0.517649687,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.029787234,0.592716711,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.025531915,0.637399464,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.025531915,0.633713137,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.583333333,0.034042553,0.58847185,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.625,0.046808511,0.517873101,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.05106383,0.431635389,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.034042553,0.346514745,1,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.75,0.012765957,0.302613941,1,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.791666667,0.029787234,0.29836908,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.833333333,0.038297872,0.355786416,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.875,0.046808511,0.444928508,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.038297872,0.533623771,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.038297872,0.611342364,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.012765957,0.651921359,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.012765957,0.649288006,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.034042553,0.601653262,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.05106383,0.526921358,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.05106383,0.430071492,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.055319149,0.337913315,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.029787234,0.261394102,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.021276596,0.2532395,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.038297872,0.289320822,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.05106383,0.357685433,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.042553191,0.440013405,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.025531915,0.510277033,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.038297872,0.561327078,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.021276596,0.591041108,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.583333333,0.017021277,0.591487936,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.625,0.042553191,0.55875782,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.046808511,0.492515639,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.046808511,0.416108132,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.75,0.042553191,0.355227882,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.791666667,0.017021277,0.325737265,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.833333333,0.021276596,0.331322609,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.875,0.029787234,0.381590706,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.05106383,0.449396783,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.029787234,0.511170688,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.021276596,0.558199285,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.012765957,0.583033007,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.021276596,0.570822163,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.029787234,0.539320822,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.034042553,0.478663986,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.046808511,0.417113494,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.021276596,0.347631814,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.008510638,0.314231457,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.008510638,0.309651475,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.017021277,0.33489723,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.034042553,0.389410188,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.458333333,0.034042553,0.446827525,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.034042553,0.50893655,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.029787234,0.55373101,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.583333333,0.021276596,0.57987042,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.625,0.012765957,0.580349434,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.021276596,0.551161752,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.025531915,0.507596068,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.75,0.038297872,0.45487042,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.791666667,0.025531915,0.404825737,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.833333333,0.008510638,0.36461126,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.875,0.017021277,0.364946381,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.017021277,0.394101877,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.025531915,0.434874888,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.025531915,0.486148347,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.017021277,0.534467982,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.012765957,0.556300268,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.012765957,0.554624665,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.017021277,0.536416443,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.025531915,0.491957105,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.034042553,0.439008043,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.017021277,0.391979446,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.017021277,0.360589812,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.008510638,0.34349866,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.017021277,0.35924933,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.458333333,0.017021277,0.394772118,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.5,0.034042553,0.439566577,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.029787234,0.490504915,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.583333333,0.008510638,0.535522788,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.625,0.012765957,0.560098302,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.012765957,0.573168007,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.021276596,0.56769437,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.75,0.017021277,0.536863271,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.791666667,0.021276596,0.498436104,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.833333333,0.025531915,0.445822163,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.875,0.021276596,0.399016979,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.004255319,0.379133155,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.008510638,0.382260947,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.017021277,0.408847185,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.034042553,0.447446491,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.021276596,0.493856122,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.012765957,0.532283289,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.017021277,0.544794459,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.012765957,0.539097408,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.012765957,0.512399464,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.021276596,0.466041108,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.038297872,0.416915859,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.025531915,0.373700673,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.017021277,0.353552279,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.458333333,0.012765957,0.351764969,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.5,0.017021277,0.377680965,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.541666667,0.025531915,0.417448615,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.583333333,0.025531915,0.467381591,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.625,0.034042553,0.521112601,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.017021277,0.566353887,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.017021277,0.600983021,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.75,0.017021277,0.612712243,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.791666667,0.029787234,0.587801609,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.833333333,0.038297872,0.530607685,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.875,0.034042553,0.458221626,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.029787234,0.392761394,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.017021277,0.35422252,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.008510638,0.34562109,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.029787234,0.368226168,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.063829787,0.417560322,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.038297872,0.487712243,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.029787234,0.542001787,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.012765957,0.576519214,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.008510638,0.578753351,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.017021277,0.547140304,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.046808511,0.489276139,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.034042553,0.417001787,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.042553191,0.353440572,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.458333333,0.008510638,0.316800715,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.5,0.008510638,0.310656836,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.541666667,0.029787234,0.343386953,1,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.583333333,0.038297872,0.395665773,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.625,0.046808511,0.469392315,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.046808511,0.551720286,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.042553191,0.623994638,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.75,0.017021277,0.666778373,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.791666667,0.008510638,0.671693477,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.833333333,0.038297872,0.633489723,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.875,0.068085106,0.545911528,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.063829787,0.440013405,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.038297872,0.346514745,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.021276596,0.293622484,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.021276596,0.298345273,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.034042553,0.346067918,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.05106383,0.420017873,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.042553191,0.514075067,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.034042553,0.587913316,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.025531915,0.632707775,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.012765957,0.64075067,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.05106383,0.589477212,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.046808511,0.509718499,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.059574468,0.415884718,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.042553191,0.336349419,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.5,0.034042553,0.280607685,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.541666667,0.038297872,0.282506702,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.583333333,0.055319149,0.335679178,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.625,0.063829787,0.411193029,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.072340426,0.507037534,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.055319149,0.624776586,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.75,0.042553191,0.70665773,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.791666667,0.017021277,0.752904379,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.833333333,0.017021277,0.747542448,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.875,0.055319149,0.66689008,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.076595745,0.553172475,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.080851064,0.409070599,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.055319149,0.297922252,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.008510638,0.253406144,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.029787234,0.272229669,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.072340426,0.353552279,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.089361702,0.465594281,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.059574468,0.585008936,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.034042553,0.676161751,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.029787234,0.718945487,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.046808511,0.716599643,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.059574468,0.651362824,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.068085106,0.530160858,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.080851064,0.408623771,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.042553191,0.297252011,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.541666667,0.017021277,0.247542449,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.583333333,0.021276596,0.266938825,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.625,0.063829787,0.335200164,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.666666667,0.076595745,0.458333333,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.085106383,0.585902592,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.75,0.059574468,0.715817694,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.791666667,0.038297872,0.796805183,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.833333333,0.021276596,0.837131367,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.875,0.05106383,0.807975871,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.072340426,0.697050938,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.09787234,0.541331546,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.089361702,0.369191242,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.046808511,0.244396343,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.012765957,0.203753351,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.046808511,0.250223414,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.085106383,0.365951743,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.068085106,0.507037534,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.068085106,0.642649687,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.046808511,0.73458445,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.012765957,0.778820375,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.055319149,0.741733691,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.072340426,0.621537086,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.085106383,0.471514745,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.089361702,0.316577301,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.541666667,0.042553191,0.205428954,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.583333333,0,0.171358356,1,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.625,0.05106383,0.209785523,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.666666667,0.085106383,0.322832887,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.708333333,0.072340426,0.463806971,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.75,0.10212766,0.623882931,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.791666667,0.068085106,0.758489723,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.833333333,0.025531915,0.841711349,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.875,0.025531915,0.858355675,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.059574468,0.785411081,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.110638298,0.63896336,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.131914894,0.439789991,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.093617021,0.252307388,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.046808511,0.146283001,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.025531915,0.151362824,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.059574468,0.228328865,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.09787234,0.374664879,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.089361702,0.544906166,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.076595745,0.691130474,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.042553191,0.794794459,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
