hour,dif_tide_height,water_temp,current_speed,wind_speed,tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.666666667,0.017021277,0.596088686,0.227126264,0.235849057,0.62645219,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.708333333,0.042553191,0.591558633,0.183964031,0.264150943,0.59383378,1,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.75,0.059574468,0.599458604,0.167103784,0.254716981,0.512511171,0,1,3,0.046948357,0.201466068,0.012275755,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.011626882
0.791666667,0.046808511,0.585371244,0.257174972,0.226415094,0.413650581,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.833333333,0.046808511,0.609071155,0.352866242,0.198113208,0.323391421,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.875,0.017021277,0.631003241,0.338328962,0.113207547,0.273793566,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.017021277,0.62442914,0.265417759,0.103773585,0.265303843,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.029787234,0.618076016,0.142450356,0.08490566,0.299151028,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.034042553,0.62371096,0.070063694,0.075471698,0.35779714,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.029787234,0.62625221,0.178418883,0.103773585,0.415362809,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.021276596,0.62442914,0.182465343,0.283018868,0.477323503,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.025531915,0.617247348,0.232896216,0.29245283,0.521894549,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.012765957,0.599237626,0.260921693,0.330188679,0.553060769,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.021276596,0.59371317,0.172573998,0.405660377,0.549821269,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.042553191,0.585702711,0.107081304,0.509433962,0.511394102,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.055319149,0.576863583,0.131285125,0.490566038,0.429959786,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.059574468,0.578576164,0.240839266,0.537735849,0.335455764,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.038297872,0.586807602,0.33660547,0.528301887,0.256143878,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.025531915,0.587967738,0.294117647,0.452830189,0.205875782,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.025531915,0.584653065,0.250580742,0.452830189,0.20665773,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.5,0.038297872,0.588409694,0.14387411,0.433962264,0.249106345,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.541666667,0.042553191,0.594707572,0.036268265,0.452830189,0.324396783,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.583333333,0.063829787,0.609457867,0.101686025,0.452830189,0.413092046,1,1,3,0.046948357,0.201466068,0.012275755,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.011626882
0.625,0.038297872,0.609789334,0.170625702,0.518867925,0.513069705,1,1,9,0.030516432,0.201466068,0.007878917,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.007557473
0.666666667,0.038297872,0.611336182,0.237991757,0.462264151,0.586349419,1,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.708333333,0.021276596,0.623766205,0.153016111,0.141509434,0.62142538,1,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.75,0.029787234,0.621722157,0.128287748,0.424528302,0.606344951,1,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.791666667,0.042553191,0.614043165,0.134657175,0.301886792,0.548314173,0,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.833333333,0.055319149,0.594541838,0.244286249,0.405660377,0.44984361,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.05106383,0.588299205,0.351742225,0.254716981,0.350312779,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.029787234,0.588409694,0.400299738,0.556603774,0.277256479,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.012765957,0.605425015,0.321468715,0.5,0.244749777,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.021276596,0.600397761,0.202622705,0.226415094,0.254803396,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.042553191,0.599403359,0.057699513,0.254716981,0.299773656,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.042553191,0.60233132,0.06406894,0.367924528,0.366510277,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.029787234,0.606750884,0.155189209,0.29245283,0.436773905,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.042553191,0.6035467,0.212289247,0.235849057,0.509941912,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.017021277,0.599679582,0.291494942,0.330188679,0.552502234,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.017021277,0.60487257,0.216710378,0.367924528,0.56769437,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.042553191,0.602607543,0.160884226,0.339622642,0.521336014,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.046808511,0.593602682,0.135481454,0.311320755,0.457551385,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.072340426,0.59807749,0.210715624,0.320754717,0.3506479,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.042553191,0.601834119,0.276208318,0.301886792,0.248659517,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.012765957,0.601778875,0.286774073,0.405660377,0.192470956,1,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.5,0.008510638,0.605314526,0.198276508,0.20754717,0.175044683,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.541666667,0.038297872,0.634594137,0.137429749,0.330188679,0.221961573,0,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.583333333,0.05106383,0.65199617,0.075608842,0.396226415,0.302613941,1,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.625,0.072340426,0.64520109,0.174522293,0.490566038,0.409294013,1,1,3,0.046948357,0.201466068,0.012275755,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.011626882
0.666666667,0.068085106,0.64520109,0.269089547,0.358490566,0.521336014,1,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.708333333,0.055319149,0.65625,0.320869239,0.198113208,0.620420018,1,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.75,0.021276596,0.655587066,0.329261896,0.198113208,0.67727882,1,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.791666667,0.017021277,0.625975987,0.236268265,0.169811321,0.675714924,1,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.833333333,0.05106383,0.620893488,0.155788685,0.169811321,0.606456658,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.080851064,0.609015911,0.223304608,0.132075472,0.490951743,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.080851064,0.625257808,0.362907456,0.066037736,0.357685433,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.05106383,0.617081615,0.391907081,0.094339623,0.250446828,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.025531915,0.622164113,0.286849007,0.066037736,0.193811439,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.021276596,0.625202563,0.250580742,0.094339623,0.194732563,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.042553191,0.637466853,0.169876358,0.018867925,0.243856122,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.072340426,0.635201827,0.043237167,0.132075472,0.334673816,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.055319149,0.64094726,0.160059947,0.056603774,0.438561215,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.042553191,0.644206688,0.196478082,0.094339623,0.530831099,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.029787234,0.640173837,0.310303484,0.075471698,0.596514745,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.017021277,0.625699764,0.310603222,0.075471698,0.612042002,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.029787234,0.627191367,0.280254777,0.122641509,0.568029491,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.076595745,0.623545227,0.21656051,0.009433962,0.472966935,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.059574468,0.632881556,0.198576246,0.056603774,0.346514745,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.072340426,0.629566883,0.280329711,0.150943396,0.232573727,1,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.5,0.025531915,0.631942399,0.30565755,0.150943396,0.157577254,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.541666667,0.017021277,0.627301856,0.23431997,0.160377358,0.135612154,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.583333333,0.046808511,0.670392605,0.145147995,0.179245283,0.187890974,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.625,0.063829787,0.758452416,0.083551892,0.122641509,0.286193029,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.666666667,0.080851064,0.749558044,0.03499438,0.179245283,0.408512064,1,1,10,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.708333333,0.085106383,0.743425899,0.213038591,0.216981132,0.556858802,1,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.75,0.05106383,0.705141426,0.38816036,0.443396226,0.672922252,1,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.791666667,0.017021277,0.671442251,0.375871113,0.08490566,0.729334227,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.833333333,0.025531915,0.628130525,0.346496815,0.141509434,0.729781054,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.076595745,0.589348851,0.19797677,0.20754717,0.637734584,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.10212766,0.583713907,0.181191457,0.141509434,0.483802502,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.085106383,0.586144667,0.391682278,0.075471698,0.320487042,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.076595745,0.597138333,0.48250281,0.066037736,0.192582663,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.017021277,0.620404787,0.46661671,0.08490566,0.130675076,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.038297872,0.639510902,0.343649307,0.018867925,0.163092046,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.05106383,0.667936734,0.307537723,0,0.244191242,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.068085106,0.693429582,0.192131885,0.037735849,0.355116175,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.068085106,0.702158221,0.057624578,0.056603774,0.475983021,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.029787234,0.683651297,0.211240165,0.047169811,0.573838249,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.029787234,0.64348851,0.374747096,0.094339623,0.634271671,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.017021277,0.613822187,0.384713376,0.150943396,0.656277927,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.046808511,0.590288009,0.305807418,0.113207547,0.602993745,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.076595745,0.593381703,0.25207943,0.141509434,0.490058088,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.093617021,0.591337655,0.199250656,0.132075472,0.3506479,0,1,10,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.5,0.072340426,0.613822187,0.3022855,0.160377358,0.206992851,1,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.541666667,0.038297872,0.630947997,0.342150618,0.169811321,0.11282395,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.583333333,0.021276596,0.634428403,0.272836268,0.103773585,0.099865952,1,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.625,0.076595745,0.651609458,0.14185088,0.29245283,0.169235925,1,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.666666667,0.076595745,0.667464643,0.052229299,0.264150943,0.295911528,0,1,3,0.046948357,0.201466068,0.012275755,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.011626882
0.708333333,0.085106383,0.671884208,0.209441738,0.226415094,0.442470956,1,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.75,0.09787234,0.656360489,0.373023604,0.273584906,0.60158271,1,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.791666667,0.046808511,0.649123454,0.47321094,0.188679245,0.729781054,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.833333333,0.029787234,0.630008839,0.436193331,0.273584906,0.793453977,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.046808511,0.601834119,0.374747096,0.264150943,0.771782842,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.106382979,0.6030495,0.245110528,0.198113208,0.630979258,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.10212766,0.59807749,0.253503185,0.179245283,0.458556747,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.106382979,0.596033441,0.421955789,0.169811321,0.273011617,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.059574468,0.608242487,0.526339453,0.141509434,0.131993583,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.021276596,0.598408957,0.455376545,0.20754717,0.087466488,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.042553191,0.586973336,0.319145747,0.216981132,0.119302949,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.089361702,0.600618739,0.155563882,0.169811321,0.22743521,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.080851064,0.607579552,0.078306482,0.216981132,0.387287757,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.076595745,0.606474661,0.235219183,0.254716981,0.510277033,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.05106383,0.611170448,0.391832147,0.179245283,0.612488829,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.029787234,0.614153654,0.478681154,0.235849057,0.689008043,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.038297872,0.596972599,0.486324466,0.20754717,0.670911528,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.063829787,0.590177519,0.415511427,0.122641509,0.59238159,0,1,1,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.458333333,0.093617021,0.5974698,0.231547396,0.20754717,0.457216265,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.5,0.10212766,0.591227166,0.216185837,0.122641509,0.29010277,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.541666667,0.072340426,0.586862846,0.348819783,0.169811321,0.146671135,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.583333333,0.025531915,0.610838981,0.327163732,0.056603774,0.0762958,1,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.625,0.029787234,0.631831909,0.260097415,0.08490566,0.080093834,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.666666667,0.063829787,0.637466853,0.112701386,0.103773585,0.171134942,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.708333333,0.10212766,0.638240277,0.088572499,0.311320755,0.319146559,1,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.75,0.089361702,0.638185033,0.313225927,0.169811321,0.484025916,1,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.791666667,0.085106383,0.618186506,0.472611465,0.301886792,0.657730116,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.833333333,0.046808511,0.619954332,0.476433121,0.179245283,0.768096515,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.012765957,0.600287272,0.501161484,0.188679245,0.823168007,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.063829787,0.594597083,0.422405395,0.113207547,0.761952636,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.110638298,0.602607543,0.200899213,0.08490566,0.594280608,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.119148936,0.595978197,0.265492694,0.179245283,0.39220286,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.127659574,0.586476135,0.477482203,0.235849057,0.210225025,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.05106383,0.591503389,0.559010865,0.216981132,0.068811439,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.034042553,0.582553772,0.482652679,0.075471698,0.059316354,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.068085106,0.58702858,0.310528288,0.028301887,0.136729223,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.085106383,0.598187979,0.20269764,0.08490566,0.272811721,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.085106383,0.599624337,0.106257025,0.179245283,0.416666667,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.076595745,0.595094284,0.266916448,0.283018868,0.545352994,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.05106383,0.601171184,0.466841514,0.216981132,0.65795353,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.025531915,0.601668385,0.492319221,0.113207547,0.713695263,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.038297872,0.580067767,0.488722368,0.056603774,0.692806077,0,1,1,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.458333333,0.09787234,0.591669122,0.392131885,0.132075472,0.580652368,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.5,0.10212766,0.593381703,0.197452229,0.066037736,0.40650134,0,1,10,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.541666667,0.089361702,0.587249558,0.284076433,0.198113208,0.243521001,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.583333333,0.059574468,0.612330584,0.380517047,0.169811321,0.096067918,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.625,0.017021277,0.643267531,0.324615961,0.122641509,0.043789097,1,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.666666667,0.063829787,0.660724809,0.272236793,0.150943396,0.095509383,1,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.708333333,0.093617021,0.640455081,0.170039851,0.094339623,0.221961573,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.75,0.123404255,0.653763996,0.08842263,0.132075472,0.39756479,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.791666667,0.10212766,0.671994697,0.361633571,0.160377358,0.588025022,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.833333333,0.072340426,0.635920006,0.525140502,0.216981132,0.722743521,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.042553191,0.611004715,0.499063319,0.122641509,0.809651475,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.029787234,0.589625074,0.515848632,0.20754717,0.801161751,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.076595745,0.597525044,0.373023604,0.132075472,0.703641644,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.119148936,0.600563495,0.180367179,0.254716981,0.531724754,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.119148936,0.595480996,0.37025103,0.235849057,0.331198084,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.089361702,0.589956541,0.532783814,0.08490566,0.143878463,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.038297872,0.596199175,0.563956538,0.08490566,0.048927614,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.042553191,0.578023719,0.447883102,0,0.061885612,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.10212766,0.587802004,0.257249906,0.113207547,0.153485255,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.089361702,0.592884502,0.158336456,0.29245283,0.327077748,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.080851064,0.595867708,0.119595354,0.235849057,0.482126899,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.068085106,0.590288009,0.345672536,0.132075472,0.611706881,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.042553191,0.603325722,0.503259648,0.009433962,0.702524576,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.042553191,0.595701974,0.476657924,0,0.717940125,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.055319149,0.589569829,0.501985762,0.075471698,0.653932082,0,1,1,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.5,0.106382979,0.598795669,0.288122892,0.075471698,0.514298481,1,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.541666667,0.10212766,0.596585887,0.195878606,0.245283019,0.337243074,1,1,10,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.583333333,0.085106383,0.622385091,0.345522668,0.198113208,0.169682752,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.625,0.038297872,0.687352681,0.420681903,0.245283019,0.06624218,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.666666667,0.021276596,0.653763996,0.374672162,0.254716981,0.052725648,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.708333333,0.080851064,0.665310106,0.17819408,0.141509434,0.13181412,1,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.75,0.093617021,0.668182823,0.059722743,0.226415094,0.289544236,1,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.791666667,0.10212766,0.675033147,0.284675909,0.245283019,0.455205541,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.833333333,0.09787234,0.664094726,0.458523792,0.08490566,0.625335121,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.055319149,0.631058486,0.522892469,0.188679245,0.756997773,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.025531915,0.6152033,0.509704009,0.29245283,0.810210009,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.05106383,0.600618739,0.475009367,0.358490566,0.759383378,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.10212766,0.602276076,0.27590858,0.405660377,0.63181412,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.136170213,0.59868518,0.238441364,0.29245283,0.428767635,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.093617021,0.597746023,0.447583364,0.20754717,0.215370867,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.068085106,0.591337655,0.560359685,0.08490566,0.076184093,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.021276596,0.592553035,0.52544024,0.056603774,0.027368186,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.05106383,0.592000589,0.414162608,0.018867925,0.086461126,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.10212766,0.601944608,0.25934807,0.056603774,0.221626452,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.089361702,0.604651591,0.098463844,0.009433962,0.382484361,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.072340426,0.608794932,0.176470588,0.037735849,0.524240393,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
