hour,wave_height,current_speed,wind_speed,tide_variation,tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.625,0.162356705,0.326339453,0.452830189,0.183109118,0.568811439,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.666666667,0.2,0.194904459,0.367924528,0.295964126,0.453641644,0,1,3,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.708333333,0.237536657,0.280404646,0.254716981,0.326606876,0.31948168,0,1,8,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.75,0.273313783,0.445410266,0.283018868,0.140508221,0.206769437,0,1,11,0.035317861,0.234334358,0.011080716,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.007519746
0.791666667,0.283870968,0.431472461,0.254716981,0.015695067,0.169571046,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.833333333,0.280351906,0.306257025,0.264150943,0.099402093,0.197274352,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.875,0.302052786,0.147321094,0.349056604,0.171898356,0.287198391,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.916666667,0.275659824,0.04023979,0.311320755,0.201793722,0.383713137,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.958333333,0.248680352,0.145147995,0.301886792,0.267563528,0.482685433,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
1,0.24516129,0.227950543,0.349056604,0.097907324,0.566577301,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.041666667,0.262756598,0.354439865,0.358490566,0.151718984,0.620170966,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.083333333,0.253958944,0.28452604,0.311320755,0.053064275,0.635612153,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.125,0.277419355,0.247433496,0.433962264,0.227204783,0.594392314,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.166666667,0.371847507,0.138553765,0.537735849,0.430493274,0.510835567,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.208333333,0.420527859,0.265417759,0.490566038,0.273542601,0.39220286,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.25,0.46568915,0.412588985,0.509433962,0.193572496,0.276362824,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.291666667,0.463343108,0.399925065,0.490566038,0.151718984,0.187890974,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.333333333,0.483284458,0.354814537,0.556603774,0.029147982,0.178060769,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.375,0.494428153,0.242412889,0.547169811,0.218236173,0.208333333,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.416666667,0.452199414,0.076807793,0.537735849,0.198056801,0.281948168,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.458333333,0.418181819,0.054252529,0.556603774,0.162929746,0.388851653,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.5,0.345454545,0.17294867,0.556603774,0.166666667,0.489276139,0,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.541666667,0.384164223,0.196927688,0.537735849,0.211509716,0.564789991,0,1,10,0.015136226,0.234334358,0.004681664,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.003222748
0.583333333,0.429912023,0.19408018,0.528301887,0.140508221,0.62857462,1,1,10,0.015136226,0.234334358,0.004681664,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.003222748
0.625,0.534897361,0.213937804,0.669811321,0.027653214,0.624888293,1,1,10,0.015136226,0.234334358,0.004681664,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.003222748
0.666666667,0.606451613,0.157662046,0.688679245,0.343049327,0.571715818,1,1,10,0.015136226,0.234334358,0.004681664,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.003222748
0.708333333,0.583577713,0.163731735,0.650943396,0.130044843,0.481344951,1,1,10,0.015136226,0.234334358,0.004681664,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.003222748
0.75,0.596480939,0.304458599,0.481132075,0.434977578,0.357350313,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.791666667,0.585337244,0.39932559,0.518867925,0.144992526,0.266867739,1,1,9,0.00605449,0.234334358,0.001860814,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.001289099
0.833333333,0.485630499,0.442412889,0.594339623,0.027653214,0.241733691,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.875,0.55483871,0.358860997,0.41509434,0.177130045,0.258713137,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.916666667,0.55659824,0.191832147,0.433962264,0.192077728,0.320375335,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.958333333,0.505571847,0.0409142,0.669811321,0.12406577,0.406277927,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
1,0.423460411,0.072761334,0.5,0.100896861,0.470732797,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.041666667,0.401173021,0.129112027,0.528301887,0.176382661,0.522821166,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.083333333,0.385923754,0.173473211,0.481132075,0.027653214,0.568364611,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.125,0.405278592,0.182840015,0.528301887,0.045590433,0.573630793,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.166666667,0.46686217,0.097264893,0.566037736,0.207025411,0.566306853,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.208333333,0.534897361,0.118920944,0.877358491,0.216741405,0.49497319,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.25,0.584750733,0.212139378,0.801886792,0.273542601,0.413873995,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.291666667,0.536070382,0.302210566,0.641509434,0.257100149,0.324285076,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.333333333,0.469208211,0.315099288,0.490566038,0.183109118,0.252904379,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.375,0.382404692,0.333458224,0.462264151,0.069506726,0.226988383,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.416666667,0.360703812,0.279055826,0.424528302,0.07922272,0.238941019,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.458333333,0.314369502,0.094866991,0.367924528,0.068759342,0.285857909,0,1,1,0.076690212,0.234334358,0.024790608,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.016328592
0.5,0.262170088,0.11412514,0.566037736,0.297458894,0.364946381,1,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.541666667,0.226979472,0.229449232,0.377358491,0.158445441,0.454982127,0,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.583333333,0.187683285,0.290520794,0.311320755,0.177877429,0.543677391,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.625,0.176539589,0.280179843,0.320754717,0.13303438,0.604445934,0,1,7,0.211907164,0.234334358,0.076036139,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.045118478
0.666666667,0.164809384,0.227126264,0.235849057,0.082959641,0.62645219,0,1,5,0.115035318,0.234334358,0.038261252,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.024492888
0.708333333,0.168914956,0.183964031,0.264150943,0.284753363,0.59383378,1,1,12,0.057517659,0.234334358,0.018335298,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012246444
0.75,0.182404692,0.167103784,0.254716981,0.232436472,0.512511171,0,1,7,0.211907164,0.234334358,0.076036139,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.045118478
0.791666667,0.175366569,0.257174972,0.226415094,0.128550075,0.413650581,0,1,7,0.211907164,0.234334358,0.076036139,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.045118478
0.833333333,0.1771261,0.352866242,0.198113208,0.10612855,0.323391421,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.875,0.165395894,0.338328962,0.113207547,0.041853513,0.273793566,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.916666667,0.139589443,0.265417759,0.103773585,0.043348281,0.265303843,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.958333333,0.147800587,0.142450356,0.08490566,0.193572496,0.299151028,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
1,0.130205279,0.070063694,0.075471698,0.204783259,0.35779714,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.041666667,0.120821115,0.178418883,0.103773585,0.118086697,0.415362809,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.083333333,0.113782991,0.182465343,0.283018868,0.094170404,0.477323503,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.125,0.096187684,0.232896216,0.29245283,0.059043348,0.521894549,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.166666667,0.11085044,0.260921693,0.330188679,0.064275037,0.553060769,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.208333333,0.129618769,0.172573998,0.405660377,0.109865471,0.549821269,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.25,0.1771261,0.107081304,0.509433962,0.210014948,0.511394102,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.291666667,0.257478006,0.131285125,0.490566038,0.249626308,0.429959786,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.333333333,0.290909091,0.240839266,0.537735849,0.331838565,0.335455764,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.375,0.278592375,0.33660547,0.528301887,0.109118087,0.256143878,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.416666667,0.317302053,0.294117647,0.452830189,0.139013453,0.205875782,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.458333333,0.328445748,0.250580742,0.452830189,0.118834081,0.20665773,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.5,0.338416422,0.14387411,0.433962264,0.184603886,0.249106345,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.541666667,0.314369502,0.036268265,0.452830189,0.171150972,0.324396783,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.583333333,0.250439883,0.101686025,0.452830189,0.338565022,0.413092046,1,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.625,0.247507332,0.170625702,0.518867925,0.128550075,0.513069705,1,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.666666667,0.254545455,0.237991757,0.462264151,0.11509716,0.586349419,1,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.708333333,0.222873901,0.153016111,0.141509434,0.104633782,0.62142538,1,1,5,0.115035318,0.234334358,0.038261252,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.024492888
0.75,0.205865103,0.128287748,0.424528302,0.17264574,0.606344951,1,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.791666667,0.204692082,0.134657175,0.301886792,0.193572496,0.548314173,0,1,7,0.211907164,0.234334358,0.076036139,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.045118478
0.833333333,0.260410557,0.244286249,0.405660377,0.254110613,0.44984361,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.875,0.335483871,0.351742225,0.254716981,0.169656203,0.350312779,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.916666667,0.371847507,0.400299738,0.556603774,0.097907324,0.277256479,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.958333333,0.391788857,0.321468715,0.5,0.044843049,0.244749777,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
1,0.401173021,0.202622705,0.226415094,0.062780269,0.254803396,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.041666667,0.360117302,0.057699513,0.254716981,0.071001495,0.299773656,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.083333333,0.323753666,0.06406894,0.367924528,0.156950673,0.366510277,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.125,0.272140763,0.155189209,0.29245283,0.111360239,0.436773905,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.166666667,0.264516129,0.212289247,0.235849057,0.067264574,0.509941912,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.208333333,0.233431085,0.291494942,0.330188679,0.062032885,0.552502234,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.25,0.230498534,0.216710378,0.367924528,0.033632287,0.56769437,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.291666667,0.236363636,0.160884226,0.339622642,0.119581465,0.521336014,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.333333333,0.259237536,0.135481454,0.311320755,0.14573991,0.457551385,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.375,0.239296188,0.210715624,0.320754717,0.240657698,0.3506479,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.416666667,0.223460411,0.276208318,0.301886792,0.244394619,0.248659517,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.458333333,0.204105572,0.286774073,0.405660377,0.092675635,0.192470956,1,1,1,0.076690212,0.234334358,0.024790608,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.016328592
0.5,0.188856305,0.198276508,0.20754717,0.022421525,0.175044683,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.541666667,0.164809384,0.137429749,0.330188679,0.109118087,0.221961573,0,1,1,0.076690212,0.234334358,0.024790608,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.016328592
0.583333333,0.157771261,0.075608842,0.396226415,0.136023916,0.302613941,1,1,1,0.076690212,0.234334358,0.024790608,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.016328592
0.625,0.146041056,0.174522293,0.490566038,0.298206278,0.409294013,1,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.666666667,0.137243402,0.269089547,0.358490566,0.225710015,0.521336014,1,1,2,0.059535822,0.234334358,0.019006366,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012676144
0.708333333,0.128445748,0.320869239,0.198113208,0.153213752,0.620420018,1,1,5,0.115035318,0.234334358,0.038261252,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.024492888
0.75,0.119648094,0.329261896,0.198113208,0.044843049,0.67727882,1,1,5,0.115035318,0.234334358,0.038261252,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.024492888
0.791666667,0.123167155,0.236268265,0.169811321,0.098654709,0.675714924,1,1,5,0.115035318,0.234334358,0.038261252,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.024492888
0.833333333,0.11143695,0.155788685,0.169811321,0.266068759,0.606456658,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.875,0.126099707,0.223304608,0.132075472,0.325859492,0.490951743,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.916666667,0.127272727,0.362907456,0.066037736,0.435724963,0.357685433,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.958333333,0.141935484,0.391907081,0.094339623,0.114349776,0.250446828,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
1,0.142521994,0.286849007,0.066037736,0.149476831,0.193811439,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.041666667,0.136070381,0.250580742,0.094339623,0.127802691,0.194732563,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.083333333,0.143695015,0.169876358,0.018867925,0.083707025,0.243856122,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.125,0.117302053,0.043237167,0.132075472,0.187593423,0.334673816,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.166666667,0.119061584,0.160059947,0.056603774,0.224962631,0.438561215,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.208333333,0.102052786,0.196478082,0.094339623,0.151718984,0.530831099,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.25,0.091495601,0.310303484,0.075471698,0.097907324,0.596514745,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.291666667,0.096187684,0.310603222,0.075471698,0.052316891,0.612042002,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.333333333,0.099120234,0.280254777,0.122641509,0.086696562,0.568029491,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.375,0.095014663,0.21656051,0.009433962,0.213004484,0.472966935,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.416666667,0.103225807,0.198576246,0.056603774,0.207025411,0.346514745,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.458333333,0.095601173,0.280329711,0.150943396,0.419282511,0.232573727,1,1,8,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.5,0.118475073,0.30565755,0.150943396,0.072496263,0.157577254,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.541666667,0.118475073,0.23431997,0.160377358,0.021674141,0.135612154,0,1,6,0.071644803,0.234334358,0.023074317,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.015254343
0.583333333,0.106158358,0.145147995,0.179245283,0.241405082,0.187890974,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.625,0.106158358,0.083551892,0.122641509,0.192077728,0.286193029,0,1,1,0.076690212,0.234334358,0.024790608,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.016328592
0.666666667,0.097947214,0.03499438,0.179245283,0.4245142,0.408512064,1,1,3,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.708333333,0.08914956,0.213038591,0.216981132,0.23916293,0.556858802,1,1,7,0.211907164,0.234334358,0.076036139,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.045118478
0.75,0.097947214,0.38816036,0.443396226,0.177130045,0.672922252,1,1,5,0.115035318,0.234334358,0.038261252,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.024492888
0.791666667,0.075659824,0.375871113,0.08490566,0.043348281,0.729334227,0,1,5,0.115035318,0.234334358,0.038261252,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.024492888
0.833333333,0.063343109,0.346496815,0.141509434,0.080717489,0.729781054,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.875,0.068035191,0.19797677,0.20754717,0.292974589,0.637734584,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.916666667,0.080938416,0.181191457,0.141509434,0.573991031,0.483802502,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.958333333,0.082697947,0.391682278,0.075471698,0.278026906,0.320487042,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
1,0.092082111,0.48250281,0.066037736,0.265321375,0.192582663,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.041666667,0.086217009,0.46661671,0.08490566,0.06651719,0.130675076,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.083333333,0.083284457,0.343649307,0.018867925,0.126307922,0.163092046,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.125,0.076619568,0.307537723,0,0.25186846,0.244191242,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.166666667,0.053372434,0.192131885,0.037735849,0.195814649,0.355116175,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.208333333,0.065102639,0.057624578,0.056603774,0.222720478,0.475983021,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.25,0.065102639,0.211240165,0.047169811,0.13303438,0.573838249,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.291666667,0.070967742,0.374747096,0.094339623,0.18161435,0.634271671,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.333333333,0.06627566,0.384713376,0.150943396,0.025411061,0.656277927,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.375,0.057478006,0.305807418,0.113207547,0.142750374,0.602993745,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.416666667,0.061583578,0.25207943,0.141509434,0.440956652,0.490058088,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.458333333,0.068621701,0.199250656,0.132075472,0.523168909,0.3506479,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.5,0.076832845,0.3022855,0.160377358,0.197309417,0.206992851,1,1,8,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.541666667,0.082697947,0.342150618,0.169811321,0.109865471,0.11282395,0,1,6,0.071644803,0.234334358,0.023074317,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.015254343
0.583333333,0.083870968,0.272836268,0.103773585,0.226457399,0.099865952,1,1,8,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.625,0.092668622,0.14185088,0.29245283,0.179372197,0.169235925,1,1,1,0.076690212,0.234334358,0.024790608,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.016328592
0.666666667,0.09032258,0.052229299,0.264150943,0.285500747,0.295911528,0,1,3,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.708333333,0.082111437,0.209441738,0.226415094,0.467862481,0.442470956,1,1,3,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.75,0.063929619,0.373023604,0.273584906,0.371449925,0.60158271,1,1,12,0.057517659,0.234334358,0.018335298,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012246444
0.791666667,0.060997068,0.47321094,0.188679245,0.109118087,0.729781054,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.833333333,0.062756598,0.436193331,0.273584906,0.08819133,0.793453977,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.875,0.060410557,0.374747096,0.264150943,0.10612855,0.771782842,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.916666667,0.060997068,0.245110528,0.198113208,0.546337818,0.630979258,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.958333333,0.056304985,0.253503185,0.179245283,0.533632287,0.458556747,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
1,0.069208211,0.421955789,0.169811321,0.275784753,0.273011617,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.041666667,0.060410557,0.526339453,0.141509434,0.331091181,0.131993583,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.083333333,0.052199414,0.455376545,0.20754717,0.077727952,0.087466488,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.125,0.052199414,0.319145747,0.216981132,0.177130045,0.119302949,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.166666667,0.065102639,0.155563882,0.169811321,0.461136024,0.22743521,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.208333333,0.069794722,0.078306482,0.216981132,0.454409567,0.387287757,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.25,0.071554252,0.235219183,0.254716981,0.353512706,0.510277033,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.291666667,0.058064516,0.391832147,0.179245283,0.266068759,0.612488829,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.333333333,0.045747801,0.478681154,0.235849057,0.062032885,0.689008043,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.375,0.049266862,0.486324466,0.20754717,0.115844544,0.670911528,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.416666667,0.062756598,0.415511427,0.122641509,0.298953662,0.59238159,0,1,4,0.102926337,0.234334358,0.033923959,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.021914689
0.458333333,0.065689149,0.231547396,0.20754717,0.481315396,0.457216265,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.5,0.062170088,0.216185837,0.122641509,0.568011958,0.29010277,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.541666667,0.060410557,0.348819783,0.169811321,0.364723468,0.146671135,0,1,8,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.583333333,0.063343109,0.327163732,0.056603774,0.204783259,0.0762958,1,1,8,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.625,0.062756598,0.260097415,0.08490566,0.147982063,0.080093834,0,1,6,0.071644803,0.234334358,0.023074317,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.015254343
0.666666667,0.071554252,0.112701386,0.103773585,0.314648729,0.171134942,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.708333333,0.072727273,0.088572499,0.311320755,0.582959641,0.319146559,1,1,3,0.124117053,0.234334358,0.041566566,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.026426537
0.75,0.065689149,0.313225927,0.169811321,0.518684604,0.484025916,1,1,12,0.057517659,0.234334358,0.018335298,0.985981308,0.050602979,0.949397021,0.194271482,0.212916246,0.012246444
0.791666667,0.061583578,0.472611465,0.301886792,0.198056801,0.657730116,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.833333333,0.060410557,0.476433121,0.179245283,0.096412556,0.768096515,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.875,0.046920821,0.501161484,0.188679245,0.037369208,0.823168007,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.916666667,0.039296187,0.422405395,0.113207547,0.325859492,0.761952636,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.958333333,0.055718475,0.200899213,0.08490566,0.423766816,0.594280608,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
1,0.064516129,0.265492694,0.179245283,0.693572496,0.39220286,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.041666667,0.071554252,0.477482203,0.235849057,0.330343797,0.210225025,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.083333333,0.064516129,0.559010865,0.216981132,0.144245142,0.068811439,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.125,0.104398827,0.482652679,0.075471698,0.273542601,0.059316354,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.166666667,0.098533724,0.310528288,0.028301887,0.208520179,0.136729223,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.208333333,0.106158358,0.20269764,0.08490566,0.441704036,0.272811721,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
0.25,0.11143695,0.106257025,0.179245283,0.438714499,0.416666667,0,0,0,0,0,0,0,0,0.949397021,0.194271482,0,0
