hour,current_dir,wave_height,water_temp,dif_tide_height,tide_variation,drifting,prediction,cluster,p(s|pred),p(drifting),p(~drifting),p(pred|drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.25,0.084791667,0.046920821,0.651333235,0.034042553,0.117339312,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.109074074,0.065102639,0.649675899,0.017021277,0.08819133,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.087962963,0.072140762,0.652217148,0.017021277,0.05754858,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.580185185,0.06744868,0.658901739,0.008510638,0.034379671,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.952083333,0.059824047,0.668956246,0.017021277,0.150224215,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.862685185,0.063343109,0.670668828,0.017021277,0.0754858,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.705740741,0.057478006,0.691275044,0.034042553,0.092675635,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.58349537,0.068621701,0.714974956,0.029787234,0.065769806,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.583333333,0.57037037,0.081524926,0.716908515,0.008510638,0.05754858,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.625,0.547291667,0.11143695,0.719670742,0.012765957,0.03961136,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.666666667,0.54900463,0.130791789,0.740442693,0.012765957,0.046337818,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.708333333,0.473125,0.191788856,0.722653948,0.021276596,0.14573991,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.75,0.418333333,0.167155425,0.715914114,0.017021277,0.111360239,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.791666667,0.350856481,0.144868035,0.725802887,0.021276596,0.166666667,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.236481481,0.103812317,0.705970095,0.025531915,0.173393124,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.147916667,0.093255132,0.693484826,0.021276596,0.111360239,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.11537037,0.093841642,0.700114172,0.004255319,0.062032885,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.483634259,0.076832845,0.698125368,0.008510638,0.032137519,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.787291667,0.060997068,0.704423247,0.017021277,0.076980568,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.76275463,0.056304985,0.693540071,0.034042553,0.072496263,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.742800926,0.04457478,0.687076459,0.021276596,0.146487294,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.657569444,0.034017595,0.679231732,0.012765957,0.113602392,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.58775463,0.028739003,0.664149971,0.017021277,0.080717489,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.563472222,0.035777126,0.662934591,0.012765957,0.029147982,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.598125,0.055131965,0.674812169,0.012765957,0.082212257,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.697523148,0.102639296,0.6623269,0.021276596,0.094917788,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.494652778,0.090909091,0.660061874,0.038297872,0.110612855,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.05375,0.06627566,0.671331762,0.025531915,0.062780269,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.128055556,0.068621701,0.686358279,0.017021277,0.139013453,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.885069444,0.076246334,0.689230996,0.012765957,0.029895366,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.889976852,0.072727273,0.682546405,0.017021277,0.07922272,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.63412037,0.055131965,0.674756924,0.025531915,0.085201794,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.583333333,0.573611111,0.096187684,0.696523277,0.025531915,0.05754858,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.625,0.572569444,0.069794722,0.734862994,0.034042553,0.189835575,1,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.666666667,0.571666667,0.095601173,0.734973483,0.017021277,0.082959641,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.708333333,0.530069444,0.078592376,0.743260165,0.017021277,0.053064275,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.75,0.500023148,0.073313783,0.726355333,0.017021277,0.056801196,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.791666667,0.434768519,0.065689149,0.735636418,0.029787234,0.187593423,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.325810185,0.054545455,0.728675604,0.038297872,0.100896861,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.248819444,0.051612903,0.724145551,0.034042553,0.211509716,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.132037037,0.050439883,0.721162345,0.029787234,0.091928251,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.128240741,0.051026393,0.742486742,0.017021277,0.098654709,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.546944444,0.065102639,0.743702121,0.008510638,0.023168909,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.8125,0.054545455,0.74149234,0.029787234,0.186098655,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.741550926,0.046334311,0.725416176,0.063829787,0.387892377,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.708935185,0.038123167,0.715085445,0.038297872,0.100896861,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.644699074,0.041642229,0.708124632,0.029787234,0.078475336,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.644467593,0.040469208,0.708290366,0.012765957,0.034379671,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.551041667,0.055718475,0.701440041,0.008510638,0.01793722,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.589282408,0.078592376,0.687628904,0.017021277,0.056053812,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.628935185,0.078005865,0.694534473,0.046808511,0.135276532,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.58724537,0.065102639,0.691717001,0.034042553,0.085201794,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.74787037,0.064516129,0.702268709,0.042553191,0.060538117,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.166643519,0.06744868,0.729393783,0.008510638,0.041106129,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.100138889,0.073313783,0.734531526,0.008510638,0.076233184,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.43525463,0.075659824,0.783588686,0.029787234,0.059043348,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.583333333,0.558333333,0.078005865,0.789776075,0.038297872,0.265321375,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.625,0.581018519,0.086803519,0.793864172,0.046808511,0.130792227,1,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.666666667,0.618032408,0.096774194,0.713704331,0.046808511,0.162929746,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.708333333,0.587083333,0.083870968,0.760827932,0.042553191,0.174140508,1,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.75,0.560601852,0.063343109,0.769777549,0.017021277,0.067264574,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.791666667,0.578310185,0.057478006,0.736409841,0.008510638,0.02690583,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.519837963,0.048680352,0.726355333,0.038297872,0.159940209,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.39412037,0.048680352,0.746574838,0.068085106,0.162929746,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.221691919,0.061263663,0.753395029,0.063829787,0.403587444,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.130763889,0.071554252,0.739006335,0.038297872,0.226457399,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.29287037,0.071554252,0.742486742,0.021276596,0.056801196,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.951041667,0.06686217,0.747348262,0.021276596,0.092675635,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.883148148,0.063343109,0.742431497,0.034042553,0.081464873,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.901458333,0.072140762,0.737790955,0.05106383,0.214499253,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.540138889,0.062756598,0.730719653,0.042553191,0.271300448,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.582060185,0.070967742,0.732653212,0.034042553,0.085201794,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.588912037,0.059824047,0.707295964,0.025531915,0.213004484,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.58587963,0.085630499,0.705528138,0.012765957,0.087443946,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.603171296,0.080938416,0.708842811,0.05106383,0.110612855,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.48962963,0.06627566,0.698456836,0.046808511,0.189835575,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.245462963,0.069794722,0.708621833,0.059574468,0.249626308,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.154305556,0.082697947,0.712267973,0.042553191,0.174887892,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.078819444,0.084457478,0.732487478,0.034042553,0.144245142,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.387106481,0.122580645,0.740000737,0.038297872,0.094170404,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.583333333,0.753796296,0.145454546,0.748121686,0.055319149,0.13303438,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.625,0.478564815,0.153665689,0.750441957,0.063829787,0.275037369,0,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.666666667,0.557592593,0.1771261,0.737625221,0.072340426,0.165919283,1,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.708333333,0.558703704,0.180645162,0.719339275,0.055319149,0.174887892,0,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.75,0.557523148,0.176539589,0.700666618,0.042553191,0.108370703,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.791666667,0.551898148,0.141348973,0.700224661,0.017021277,0.087443946,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.534583333,0.092668622,0.70713023,0.017021277,0.053064275,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.486365741,0.070967742,0.700279906,0.055319149,0.239910314,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.257199074,0.062756598,0.685142899,0.076595745,0.360986547,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.123257576,0.069581445,0.672818343,0.080851064,0.178624813,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.086134259,0.074486803,0.680336624,0.055319149,0.11509716,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.071736111,0.08797654,0.672436653,0.008510638,0.019431988,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.275578704,0.086217009,0.668569535,0.029787234,0.136023916,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.963838384,0.093894961,0.681677559,0.072340426,0.146487294,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.572337963,0.093841642,0.690059665,0.089361702,0.221973094,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.690833333,0.076619568,0.687161837,0.059574468,0.388639761,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.569050926,0.086217009,0.680391868,0.034042553,0.147982063,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.581064815,0.095014663,0.671718474,0.029787234,0.051569507,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.577407408,0.102639296,0.67155274,0.046808511,0.177877429,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.513611111,0.095601173,0.680060401,0.059574468,0.263079223,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.478611111,0.107917888,0.684535209,0.068085106,0.184603886,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.262523148,0.097360704,0.687849882,0.080851064,0.245889387,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.146157407,0.104985338,0.70166102,0.042553191,0.165919283,0,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.541666667,0.102662037,0.109677419,0.70591485,0.017021277,0.050074738,0,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.583333333,0.122337963,0.11143695,0.724200796,0.021276596,0.129297459,0,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.625,0.307453704,0.122580645,0.736575575,0.063829787,0.325859492,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.666666667,0.563333333,0.130791789,0.737790955,0.076595745,0.342301943,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.708333333,0.594791667,0.144281525,0.728344137,0.085106383,0.227204783,0,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.75,0.566111111,0.1542522,0.7206099,0.059574468,0.171150972,0,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.791666667,0.581875,0.145454546,0.709450501,0.038297872,0.188340807,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.548425926,0.115542522,0.699672216,0.021276596,0.042600897,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.521458333,0.093255132,0.687628904,0.05106383,0.313901345,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.417824074,0.104985338,0.670447849,0.072340426,0.465620329,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.175138889,0.095014663,0.669784915,0.09787234,0.262331839,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.095462963,0.094428153,0.676193282,0.089361702,0.213751868,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.059236111,0.108504399,0.659509428,0.046808511,0.104633782,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.03275463,0.109677419,0.653708751,0.012765957,0.078475336,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.091365741,0.101466276,0.650946524,0.046808511,0.210014948,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.825393519,0.116715542,0.663155569,0.085106383,0.50896861,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.797986111,0.102052786,0.673320566,0.068085106,0.417040359,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.663078704,0.095601173,0.669508692,0.068085106,0.195814649,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.570416667,0.102052786,0.665254862,0.046808511,0.266816143,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.557986111,0.106158358,0.67337581,0.012765957,0.073991031,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.544305556,0.092082111,0.671939452,0.055319149,0.091928251,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.519050926,0.094428153,0.665033884,0.072340426,0.208520179,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.393796296,0.092082111,0.669453447,0.085106383,0.366218236,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.153263889,0.100879765,0.665033884,0.089361702,0.205530643,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.098101852,0.08973607,0.678679287,0.042553191,0.156950673,0,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.583333333,0.050648148,0.077419355,0.674480702,0,0.017189836,1,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.625,0.573240741,0.083870968,0.71320713,0.05106383,0.135276532,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.666666667,0.880925926,0.086217009,0.75071818,0.085106383,0.485052317,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.708333333,0.758125,0.078592376,0.761214644,0.072340426,0.29671151,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.75,0.606064815,0.082111437,0.708400854,0.10212766,0.366218236,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.791666667,0.58212963,0.06627566,0.699948438,0.068085106,0.121823617,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.563101852,0.042815249,0.695970831,0.025531915,0.091180867,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.539583333,0.029912023,0.680391868,0.025531915,0.091928251,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.530925926,0.024633431,0.670668828,0.059574468,0.270553064,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.344907408,0.028152493,0.676027549,0.110638298,0.444693572,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.122337963,0.033431085,0.662492634,0.131914894,0.455904335,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.078726852,0.039882698,0.671442251,0.093617021,0.254857997,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.051666667,0.039882698,0.675419859,0.046808511,0.127802691,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.042013889,0.040469208,0.651333235,0.025531915,0.103139013,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.494398148,0.04340176,0.642052151,0.059574468,0.353512706,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.935115741,0.036363637,0.639897614,0.09787234,0.265321375,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.664699074,0.033431085,0.639510902,0.089361702,0.390881913,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.643263889,0.042815249,0.64531158,0.076595745,0.168908819,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.573958333,0.046334311,0.670005893,0.042553191,0.091180867,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.54599537,0.025806452,0.670779316,0.025531915,0.152466368,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.544768519,0.039296187,0.654095463,0.068085106,0.204783259,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.496805556,0.035777126,0.668790513,0.093617021,0.289985052,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.263587963,0.051026393,0.664647171,0.10212766,0.533632287,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.110810185,0.047507331,0.655200354,0.076595745,0.455156951,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.583333333,0.062060185,0.061583578,0.662603123,0.034042553,0.08819133,1,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.625,0.035162037,0.050439883,0.676469505,0.042553191,0.269058296,1,1,11,0.030181087,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.012813298
0.666666667,0.028032407,0.061583578,0.70773792,0.089361702,0.272795217,0,1,11,0.030181087,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.012813298
0.708333333,0.733796296,0.06686217,0.745027991,0.10212766,0.311659193,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.75,0.639924243,0.045267929,0.751948626,0.089361702,0.528400598,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.791666667,0.574768519,0.045747801,0.728344137,0.10212766,0.307922272,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.57474537,0.035190616,0.694313494,0.068085106,0.365470852,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.547430556,0.0228739,0.678403064,0.034042553,0.082959641,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.552893519,0.012316716,0.66243739,0.038297872,0.166666667,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.481527778,0.013489736,0.677187684,0.10212766,0.352017937,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.224305556,0.014662756,0.66547584,0.136170213,0.57922272,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.099675926,0.016422287,0.655421332,0.131914894,0.569506726,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.058564815,0.02228739,0.663763259,0.076595745,0.440209268,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.040949074,0.02228739,0.672657632,0.008510638,0.036621824,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.3425,0.024633431,0.643875221,0.055319149,0.121823617,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.93900463,0.032844575,0.636582941,0.085106383,0.436472347,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.770115741,0.036950147,0.638406011,0.119148936,0.448430493,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.643564815,0.048680352,0.636582941,0.093617021,0.470104634,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.596782408,0.034017595,0.65503462,0.059574468,0.249626308,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.549861111,0.039296187,0.670171627,0.017021277,0.08819133,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.54974537,0.041055718,0.648681497,0.046808511,0.147982063,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.538148148,0.062170088,0.651222746,0.089361702,0.26083707,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.428564815,0.072140762,0.666359753,0.119148936,0.455156951,0,1,17,0.06639839,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.028189256
0.541666667,0.168402778,0.078592376,0.663155569,0.09787234,0.334828102,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.583333333,0.087175926,0.076246334,0.649289187,0.076595745,0.268310912,1,1,18,0.042253521,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.017938618
0.625,0.049976852,0.09032258,0.670613583,0.017021277,0.050074738,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.666666667,0.038773148,0.101466276,0.687518415,0.046808511,0.233183857,1,1,11,0.030181087,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.012813298
0.708333333,0.022037037,0.104398827,0.712212728,0.089361702,0.437967115,1,1,11,0.030181087,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.012813298
0.75,0.364467593,0.077419355,0.69000442,0.10212766,0.560538117,0,1,17,0.06639839,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.028189256
0.791666667,0.593125,0.059237537,0.715361668,0.110638298,0.56651719,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.568310185,0.053372434,0.684203742,0.110638298,0.310911809,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.561990741,0.045161291,0.667685622,0.046808511,0.224962631,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.559444444,0.037536657,0.64531158,0.012765957,0.068759342,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.524242424,0.033111171,0.662392189,0.072340426,0.189088191,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.377638889,0.033431085,0.657520625,0.119148936,0.511210762,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.176666667,0.038709677,0.655808044,0.140425532,0.68161435,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.076203704,0.04457478,0.64956541,0.127659574,0.674140508,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.049305556,0.04398827,0.643709488,0.046808511,0.206278027,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
